cod;nome;per√≠odo;de-jovens -UF.csv;mulheres-negras;homens-negros;mulheres-nao-negras;de-jovens-mulheres;de-mulheres-por-armas-de-fogo;de-jovens-homens;homicidios;de-jovens-por-armas-de-fogo;mulheres;por-armas-de-fogo;negros;de-homens-por-armas-de-fogo;homens-nao-negros;nao-negros;homens
41;PR;2020;40.24;2.73;34.97;3.74;5.9;1.58;73.81;19.8;26.75;3.35;12.25;19.16;29.09;36.54;19.9;36.92
41;PR;2021;43.76;3.88;42.5;3.09;6.62;1.38;78.73;20.24;55.73;3.32;11.83;23.76;22.71;34.16;18.26;37.84
33;RJ;1980;;;;;6.038;;91.96;26.05;;3.64;18.53;;;;;
33;RJ;1981;;;;;4.573;;74.79;21.92;;2.9;15.55;;;;;
33;RJ;1982;;;;;4.042;;65.14;18.87;;2.87;13.63;;;;;
33;RJ;1983;;;;;4.032;;52.2;15.94;;2.7;7.35;;;;;
33;RJ;1984;;;;;4.88;;68.32;20.85;;2.94;11.11;;;;;
33;RJ;1985;;;;;4.47;;76.08;21.21;;3.15;12.18;;;;;
33;RJ;1986;;;;;5.146;;73.93;20.25;;3.04;11.54;;;;;
33;RJ;1987;;;;;5.476;;117.4;30.95;;3.62;21.86;;;;;
33;RJ;1988;;;;;5.179;;90.6;24.72;;3.24;16.36;;;;;
33;RJ;1989;66.94;;;;7.95;2.58;128.5;34.24;49.9;4.7;23.48;;45.7;;;65.7
33;RJ;1990;110.87;;;;12.18;4.76;213.7;56.1;91.75;7.29;43.9;;85.6;;;108.19
33;RJ;1991;76.2;;;;8.7;3.54;146.6;39.47;63.7;5.58;31.07;;60.4;;;75.63
33;RJ;1992;65.02;;;;7.06;3.27;125.4;35.12;54.62;4.77;27.72;;53.9;;;67.69
33;RJ;1993;72.33;;;;6.87;3.78;140.6;41.08;62.14;5.63;33.11;;64.4;;;78.88
33;RJ;1994;86.65;;;;9.93;5.04;166.7;48.7;77.91;7.2;41.19;;79.8;;;93.12
33;RJ;1995;114.76;;;;11.64;5.92;222.4;61.81;99.14;8.53;50.08;;97.2;;;118.75
33;RJ;1996;119.59;;;;14.945;6.15;222.53;59.93;89.07;9.36;44.88;;86.5;;;114.63
33;RJ;1997;124.47;;;;14.24;5.79;240.34;58.68;95.2;9.18;45.45;;88.1;;;133.11
33;RJ;1998;117.51;;;;12.66;5.6;229.31;55.35;91.95;7.89;43.69;;84.6;;;107.58
33;RJ;1999;106.11;;;;12.162;5.3;202.49;52.59;92.09;7.58;43.47;;84.3;;;97.71
33;RJ;2000;102.25;8.66;144.55;5.33;11.35;4.9;192.34;52.75;88.82;7.05;43.97;73.32;85.81;60.16;31.04;94.41
33;RJ;2001;101.42;9.67;138.41;4.37;12.13;4.95;190.0;50.57;89.87;7.29;42.13;71.16;93.44;56.39;28.57;93.13
33;RJ;2002;116.49;9.12;163.58;4.87;11.55;4.61;220.58;56.61;99.43;7.13;45.35;82.84;86.02;62.54;31.71;105.66
33;RJ;2003;115.61;8.18;153.0;4.89;11.0;4.23;219.44;54.54;94.06;6.64;42.78;76.9;65.99;61.68;31.32;102.46
33;RJ;2004;111.46;7.08;143.4;5.03;10.55;4.21;211.62;51.43;91.11;6.3;40.73;71.42;76.28;57.44;29.57;96.81
33;RJ;2005;107.19;7.19;127.89;4.67;10.36;4.05;203.18;48.16;89.71;6.25;38.86;64.49;63.02;58.03;29.74;91.57
33;RJ;2006;104.74;7.03;127.29;4.88;10.11;3.89;198.61;47.48;86.0;6.15;37.21;64.0;68.2;57.23;29.16;90.52
33;RJ;2007;93.99;5.81;111.29;4.12;8.63;3.29;178.63;41.62;76.36;5.03;33.09;57.35;63.21;48.64;24.64;80.21
33;RJ;2008;79.7;5.72;96.49;2.95;8.18;2.62;150.57;35.67;62.95;4.47;27.32;48.7;45.57;42.17;21.16;68.63
33;RJ;2009;73.33;4.99;96.25;3.12;7.11;2.36;138.89;33.51;56.92;4.15;25.04;47.86;42.26;37.73;19.31;64.63
33;RJ;2010;78.03;4.84;95.54;2.85;6.86;2.24;148.39;35.44;58.42;3.98;25.7;47.89;39.13;41.97;20.88;68.2
33;RJ;2011;62.29;5.19;74.63;2.93;7.55;2.07;116.34;29.67;47.01;4.27;21.17;38.45;26.3;36.67;18.26;56.2
33;RJ;2012;62.04;4.88;70.66;3.1;6.73;2.13;116.57;29.4;49.18;4.23;21.39;36.64;30.57;36.01;18.3;55.65
33;RJ;2013;69.76;5.53;76.12;3.36;7.26;2.13;131.27;31.22;52.17;4.46;21.72;39.25;31.96;38.25;19.29;59.13
33;RJ;2014;78.43;6.69;86.66;3.93;8.21;2.46;147.36;34.74;52.98;5.31;22.12;45.12;42.84;38.55;19.84;65.18
33;RJ;2015;71.49;5.35;75.49;3.69;7.01;2.23;134.71;30.62;47.52;4.4;19.23;38.67;38.02;36.37;18.63;58.03
33;RJ;2016;87.72;5.9;90.81;3.54;7.02;2.28;166.73;36.38;60.7;4.84;24.16;47.61;41.79;39.8;20.47;69.13
33;RJ;2017;92.64;5.36;98.02;3.43;7.177;2.46;176.24;38.38;66.32;4.5;26.38;49.92;38.09;43.37;22.06;73.56
33;RJ;2018;96.51;5.01;99.56;3.03;8.46;2.21;183.15;37.62;65.13;4.24;24.83;50.58;41.31;41.84;20.62;73.91
33;RJ;2019;52.27;2.67;54.83;1.99;4.38;1.19;99.36;20.57;35.86;2.41;13.44;27.47;19.51;23.75;11.84;40.57
33;RJ;2020;67.62;3.95;74.4;2.01;5.55;1.35;128.6;27.81;41.11;3.14;15.77;37.93;25.86;29.03;14.57;53.97
33;RJ;2021;71.35;3.71;70.69;2.47;5.28;1.22;134.66;26.87;46.96;3.11;17.17;36.81;34.48;28.17;14.42;52.43
24;RN;1980;;;;;1.865;;30.41;8.58;;0.72;4.05;;;;;
24;RN;1981;;;;;3.642;;26.37;8.82;;1.82;4.13;;;;;
24;RN;1982;;;;;1.77;;32.41;10.12;;1.77;5.43;;;;;
24;RN;1983;;;;;2.411;;22.9;8.55;;1.63;4.32;;;;;
24;RN;1984;;;;;1.01;;22.22;6.52;;0.66;3.21;;;;;
24;RN;1985;;;;;1.63;;21.59;6.28;;0.73;3.18;;;;;
24;RN;1986;;;;;0.319;;13.2;4.77;;0.63;2.25;;;;;
24;RN;1987;;;;;1.556;;18.1;6.69;;1.05;3.63;;;;;
24;RN;1988;;;;;2.432;;26.3;8.53;;1.29;4.0;;;;;
24;RN;1989;17.24;;;;1.49;0.25;33.8;10.17;10.53;1.18;5.34;;10.6;;;19.6
24;RN;1990;13.73;;;;2.04;0.74;26.0;8.46;8.66;1.65;4.95;;9.35;;;15.6
24;RN;1991;17.33;;;;2.56;0.48;32.8;9.07;9.46;1.37;4.51;;8.73;;;17.14
24;RN;1992;13.28;;;;1.98;0.72;25.1;8.15;8.23;1.2;4.51;;8.47;;;15.44
24;RN;1993;17.97;;;;2.47;1.09;34.2;9.71;11.37;1.64;6.03;;11.2;;;18.18
24;RN;1994;14.78;;;;1.89;0.46;28.0;8.3;9.12;1.46;4.6;;8.94;;;15.39
24;RN;1995;14.42;;;;2.39;1.13;27.1;9.57;8.98;2.27;5.5;;10.0;;;17.23
24;RN;1996;15.04;;;;3.877;0.91;26.9;9.42;9.62;2.67;5.59;;10.4;;;16.27
24;RN;1997;18.51;;;;2.81;1.05;36.25;9.06;12.23;2.03;5.9;;10.9;;;20.65
24;RN;1998;16.99;;;;2.45;0.67;31.73;8.46;11.27;1.49;5.33;;10.2;;;15.93
24;RN;1999;10.95;;;;1.565;1.1;20.33;8.44;7.79;1.77;5.2;;9.48;;;14.97
24;RN;2000;15.17;1.03;17.01;2.23;3.26;0.62;26.92;9.57;9.82;1.51;5.48;8.92;12.17;11.19;6.5;16.75
24;RN;2001;18.98;1.77;21.66;0.944;3.92;0.95;33.8;11.44;13.14;1.62;7.67;11.65;16.63;11.84;6.18;20.82
24;RN;2002;17.03;1.33;22.72;1.49;2.4;0.47;31.42;10.48;11.32;1.53;6.77;11.93;12.84;10.54;5.8;19.05
24;RN;2003;23.36;1.5;24.94;2.83;4.01;1.12;42.36;14.02;18.1;2.11;10.01;13.11;19.4;19.01;10.33;25.36
24;RN;2004;20.77;1.23;23.42;0.76;2.09;0.58;39.1;11.77;15.38;1.36;8.0;12.04;12.79;12.41;6.39;21.64
24;RN;2005;26.58;2.51;24.78;1.68;4.8;0.77;47.71;13.52;19.12;2.63;8.92;13.27;12.15;13.06;7.28;24.05
24;RN;2006;26.16;2.46;28.8;1.86;3.39;1.33;48.45;14.95;19.56;2.66;10.05;15.12;21.25;13.98;7.76;26.92
24;RN;2007;34.76;2.34;38.12;1.96;4.48;1.44;64.41;19.1;27.57;2.63;14.53;20.09;26.7;16.37;8.86;35.2
24;RN;2008;44.19;4.36;48.76;1.25;6.45;2.23;81.13;22.98;35.84;3.65;17.25;26.03;35.24;17.87;9.26;41.62
24;RN;2009;49.8;3.38;52.9;3.08;4.65;1.83;93.99;25.5;41.48;3.48;19.76;27.73;34.2;22.42;12.4;46.65
24;RN;2010;47.98;4.7;56.93;2.09;6.85;1.99;88.23;25.57;38.14;4.29;19.29;30.06;33.3;17.42;9.37;45.87
24;RN;2011;65.21;5.35;78.88;1.59;8.18;2.63;121.0;32.95;52.62;4.54;24.64;40.56;41.2;22.87;11.58;60.04
24;RN;2012;71.23;4.23;82.69;2.23;5.33;1.89;135.71;34.82;59.48;3.79;26.52;43.44;29.35;27.39;14.08;64.38
24;RN;2013;97.33;5.81;104.89;2.84;9.14;3.17;183.6;42.89;81.9;5.22;34.05;54.88;54.16;28.63;14.93;81.58
24;RN;2014;110.91;6.98;121.25;2.93;10.75;3.95;208.85;47.0;97.74;5.93;38.55;62.77;58.17;31.5;16.15;89.3
24;RN;2015;104.27;7.57;120.33;1.24;8.99;3.28;197.4;44.88;89.28;5.3;35.97;62.08;57.55;22.58;11.34;85.68
24;RN;2016;125.57;6.52;138.33;2.79;11.25;4.34;237.27;53.35;110.89;5.71;45.15;70.48;90.24;31.29;16.04;102.49
24;RN;2017;152.31;11.13;165.96;2.54;19.63;6.9;281.91;62.82;139.37;8.37;54.94;87.04;93.95;28.48;15.09;118.97
24;RN;2018;119.33;7.56;137.06;2.04;10.83;4.38;226.34;52.46;112.62;5.72;47.11;71.65;8.45;33.89;16.5;98.95
24;RN;2019;85.27;7.67;105.4;1.47;10.51;4.17;159.41;38.38;78.54;5.45;33.68;55.58;9.3;19.01;9.35;71.09
24;RN;2020;92.2;6.02;107.4;1.81;9.1;3.58;173.7;39.78;83.75;4.47;34.57;56.62;71.03;17.29;9.1;76.85
24;RN;2021;69.8;5.39;93.59;1.35;6.43;2.62;134.67;33.1;7.14;3.83;28.72;48.89;56.18;14.43;7.55;63.9
11;RO;1980;;;;;5.837;;53.48;24.03;;5.18;13.64;;;;;
11;RO;1981;;;;;9.131;;48.0;23.67;;3.5;12.39;;;;;
11;RO;1982;;;;;12.801;;28.7;20.46;;5.94;13.14;;;;;
11;RO;1983;;;;;7.35;;42.0;21.46;;4.43;9.67;;;;;
11;RO;1984;;;;;4.78;;73.2;28.66;;3.18;14.68;;;;;
11;RO;1985;;;;;11.43;;87.69;40.77;;6.93;22.23;;;;;
11;RO;1986;;;;;8.949;;104.04;44.05;;6.43;25.65;;;;;
11;RO;1987;;;;;10.61;;108.1;47.5;;6.7;24.19;;;;;
11;RO;1988;;;;;14.915;;98.8;45.06;;8.89;21.9;;;;;
11;RO;1989;61.86;;;;18.07;5.11;104.2;48.28;37.51;9.62;28.08;;49.4;;;84.2
11;RO;1990;69.52;;;;13.31;2.71;124.0;51.89;40.53;7.18;27.39;;50.1;;;93.28
11;RO;1991;57.61;;;;6.57;3.11;106.5;43.35;31.75;6.04;23.4;;42.1;;;77.58
11;RO;1992;40.55;;;;11.09;2.5;69.6;34.33;25.78;6.27;19.9;;36.2;;;60.75
11;RO;1993;55.78;;;;12.53;4.0;96.6;40.11;33.52;9.19;22.55;;39.8;;;68.27
11;RO;1994;43.58;;;;8.38;2.73;77.7;30.9;24.5;5.94;17.12;;30.2;;;53.84
11;RO;1995;32.81;;;;5.05;1.85;59.7;24.64;19.64;5.73;11.94;;21.1;;;42.09
11;RO;1996;42.85;;;;11.832;4.02;81.04;24.49;18.8;7.22;15.94;;26.9;;;60.89
11;RO;1997;68.14;;;;13.45;3.28;137.53;28.28;24.55;5.43;16.41;;28.7;;;104.89
11;RO;1998;83.88;;;;15.54;3.39;156.86;38.71;37.02;7.28;24.37;;44.0;;;112.77
11;RO;1999;51.25;;;;9.553;3.66;93.29;33.31;33.34;6.05;24.83;;44.5;;;69.9
11;RO;2000;50.23;8.06;82.07;7.65;9.21;2.62;90.17;35.37;30.37;6.69;21.02;45.56;48.36;68.41;35.98;57.92
11;RO;2001;56.18;12.21;92.32;12.6;15.19;4.86;96.05;40.7;36.75;9.29;26.78;52.92;6.85;111.59;58.82;68.85
11;RO;2002;64.68;7.58;109.58;6.99;7.92;2.95;119.78;42.95;41.06;6.19;27.45;57.86;46.23;122.96;59.99;75.68
11;RO;2003;51.98;8.72;103.91;11.8;10.98;4.57;91.68;38.88;34.88;7.07;26.17;56.35;9.04;102.06;51.6;67.15
11;RO;2004;61.89;2.7;68.69;6.33;6.75;2.74;115.17;38.04;37.58;4.51;21.38;37.14;65.1;61.92;32.44;67.93
11;RO;2005;53.48;5.94;69.5;5.0;11.51;3.37;93.98;36.17;38.05;6.61;23.92;38.17;57.53;57.96;29.01;63.91
11;RO;2006;55.04;6.32;77.01;6.57;10.03;3.33;98.42;37.44;40.47;6.8;24.51;42.15;44.26;45.67;25.74;66.02
11;RO;2007;44.36;3.78;53.0;2.85;4.3;1.19;82.97;27.17;34.65;3.69;22.08;28.61;18.2;39.36;19.68;49.48
11;RO;2008;43.84;3.93;55.6;5.28;6.38;2.21;79.95;32.14;28.39;5.08;19.15;30.55;35.11;46.46;24.28;53.12
11;RO;2009;47.76;6.35;61.06;5.34;9.69;3.61;84.46;35.77;35.56;6.57;23.47;33.79;56.61;51.02;26.82;57.87
11;RO;2010;46.38;4.24;65.79;3.71;4.18;2.17;87.05;34.95;33.25;4.72;22.49;35.42;35.88;49.97;25.46;59.7
11;RO;2011;38.19;5.8;52.45;4.5;7.91;2.77;67.36;28.55;26.55;6.04;18.14;29.54;46.23;37.04;19.8;46.53
11;RO;2012;46.86;6.52;58.36;4.37;9.55;3.23;82.78;33.08;33.41;6.34;21.26;33.07;57.33;45.99;24.17;54.46
11;RO;2013;43.19;4.99;48.67;7.11;8.31;2.21;76.75;27.95;29.95;6.38;17.36;27.42;34.94;45.93;26.66;48.84
11;RO;2014;46.72;6.33;62.01;5.62;8.33;3.39;83.63;33.06;35.91;6.78;22.99;34.68;53.44;50.86;27.5;58.39
11;RO;2015;53.42;8.37;63.52;4.56;11.28;4.18;93.86;33.93;36.43;7.53;21.66;36.86;87.05;48.88;25.87;59.55
11;RO;2016;53.26;5.55;76.28;6.55;6.25;3.19;98.38;39.33;37.75;6.38;26.02;41.51;54.52;61.2;33.03;71.24
11;RO;2017;46.45;6.5;58.51;7.53;9.152;3.5;82.25;30.68;36.47;7.23;20.65;32.41;45.05;43.95;25.36;53.38
11;RO;2018;37.47;4.72;52.57;4.98;7.28;2.3;67.05;27.08;28.11;4.84;17.07;29.07;43.73;39.86;21.87;46.53
11;RO;2019;31.4;4.95;47.79;4.05;6.03;1.48;55.93;25.15;20.8;4.9;14.85;26.3;27.04;40.95;21.79;42.81
11;RO;2020;30.41;6.37;51.11;4.03;6.55;1.91;53.64;25.38;20.27;6.07;14.25;28.67;35.17;33.21;17.87;44.26
11;RO;2021;43.37;5.74;57.74;6.48;6.68;3.0;80.61;29.52;28.25;6.01;19.11;31.65;34.89;41.94;24.25;52.56
14;RR;1980;;;;;17.627;;25.86;13.9;;5.27;0.0;;;;;
14;RR;1981;;;;;24.284;;55.5;17.8;;7.23;2.23;;;;;
14;RR;1982;;;;;14.162;;59.0;28.18;;4.24;0.97;;;;;
14;RR;1983;;;;;6.291;;41.0;17.24;;3.78;1.72;;;;;
14;RR;1984;;;;;5.66;;40.86;13.18;;3.41;0.0;;;;;
14;RR;1985;;;;;0.0;;12.22;8.45;;3.11;2.11;;;;;
14;RR;1986;;;;;4.723;;29.57;8.39;;2.86;1.94;;;;;
14;RR;1987;;;;;8.736;;10.2;4.18;;2.65;0.0;;;;;
14;RR;1988;;;;;20.343;;65.7;38.88;;8.65;1.11;;;;;
14;RR;1989;100.8;;;;30.51;0.0;154.5;58.81;1.65;13.91;0.52;;0.94;;;94.4
14;RR;1990;97.8;;;;39.54;1.09;142.1;62.26;4.66;21.87;4.41;;7.1;;;95.08
14;RR;1991;47.89;;;;16.85;3.08;71.4;36.31;13.06;9.24;8.27;;12.4;;;58.24
14;RR;1992;67.46;;;;12.97;4.92;110.7;42.61;33.01;8.87;23.32;;38.6;;;70.78
14;RR;1993;34.04;;;;9.13;2.78;50.6;28.62;20.95;3.71;17.84;;29.2;;;47.29
14;RR;1994;38.87;;;;5.83;1.77;63.8;30.98;22.57;5.33;19.46;;33.7;;;51.75
14;RR;1995;55.38;;;;13.99;0.85;86.6;33.18;33.71;6.82;19.07;;33.8;;;54.53
14;RR;1996;94.25;;;;35.676;4.17;145.4;43.3;30.27;15.03;20.23;;35.3;;;98.55
14;RR;1997;91.54;;;;22.07;2.43;159.28;35.36;30.73;8.11;15.72;;28.2;;;106.81
14;RR;1998;113.42;;;;15.55;5.54;243.14;51.4;40.43;9.5;20.33;;34.2;;;127.66
14;RR;1999;98.62;;;;9.864;4.63;194.54;57.69;43.31;11.6;22.48;;39.2;;;102.91
14;RR;2000;68.19;1.34;96.75;43.2;18.39;2.46;116.18;47.59;28.08;13.53;17.21;55.77;46.69;87.5;63.89;61.86
14;RR;2001;49.18;6.22;73.8;4.33;5.89;0.59;91.03;32.02;19.29;4.14;12.45;41.14;15.64;108.73;51.87;55.54
14;RR;2002;66.03;8.62;79.56;13.0;13.23;2.86;117.18;35.17;18.6;6.85;13.84;44.09;45.99;126.36;65.29;58.21
14;RR;2003;47.65;4.92;74.59;3.28;5.48;1.66;88.54;29.67;14.38;3.31;11.47;39.59;24.48;79.5;38.61;51.04
14;RR;2004;38.29;2.3;45.65;6.4;10.6;0.53;65.14;23.12;13.05;3.73;8.12;24.59;11.85;37.29;19.65;38.49
14;RR;2005;35.39;6.86;43.84;4.48;3.42;1.03;66.43;24.28;6.74;5.68;7.16;26.34;15.28;46.15;23.89;40.16
14;RR;2006;37.59;2.13;41.83;23.4;8.29;1.5;66.02;27.52;14.71;6.5;9.42;22.81;26.73;86.08;54.57;44.57
14;RR;2007;37.29;6.87;50.4;17.5;4.83;0.97;68.79;27.93;9.52;9.21;7.08;28.88;11.75;47.99;32.01;43.84
14;RR;2008;29.33;3.44;42.45;20.6;4.7;0.94;53.22;25.44;6.95;7.05;7.03;24.04;17.54;46.91;33.19;39.67
14;RR;2009;39.14;8.25;43.68;19.0;13.76;1.82;63.73;28.0;9.78;10.95;6.41;26.31;32.52;57.51;36.02;40.5
14;RR;2010;38.26;6.2;60.39;3.29;10.47;0.89;65.17;26.86;8.83;4.87;6.43;34.11;61.0;22.95;11.98;46.43
14;RR;2011;28.11;6.22;41.43;1.56;5.86;0.0;49.64;20.64;7.21;4.33;5.43;24.54;10.35;27.65;13.12;34.78
14;RR;2012;49.51;4.42;55.91;17.9;7.19;1.27;90.46;30.67;12.02;7.19;6.82;30.81;21.54;67.22;41.21;51.2
14;RR;2013;54.23;8.54;75.07;36.1;12.73;2.07;94.37;43.85;21.55;14.87;14.34;42.31;31.85;94.43;63.92;71.05
14;RR;2014;38.3;5.95;49.46;25.8;6.96;1.62;68.62;31.79;15.05;9.69;9.46;27.75;21.3;85.77;56.54;52.17
14;RR;2015;51.85;5.96;82.36;26.9;10.96;2.76;91.41;40.15;20.2;11.45;11.27;44.89;42.97;61.79;43.72;67.11
14;RR;2016;60.73;6.09;84.42;21.9;12.1;2.7;107.69;39.67;25.09;9.64;14.0;46.17;47.18;56.07;38.3;67.92
14;RR;2017;64.76;9.49;100.14;16.6;17.155;1.49;110.63;47.45;28.49;10.05;17.79;54.85;22.36;79.74;47.37;82.55
14;RR;2018;142.46;15.01;157.83;32.34;24.48;3.2;258.3;71.8;78.86;18.84;31.39;87.52;69.04;93.85;63.83;132.45
14;RR;2019;61.96;9.64;73.78;19.4;14.72;2.04;107.98;38.63;28.79;11.24;13.7;41.99;34.61;68.68;43.65;72.88
14;RR;2020;57.49;6.99;69.19;27.0;11.7;2.29;99.69;37.54;31.56;11.4;16.16;38.5;44.28;73.91;51.69;60.95
14;RR;2021;71.71;5.56;83.25;10.4;13.79;2.22;128.05;39.52;11.38;6.36;16.08;44.57;28.95;77.63;42.95;70.32
43;RS;1980;;;;;1.94;;22.96;8.14;;1.5;2.92;;;;;
43;RS;1981;;;;;2.459;;25.56;8.43;;1.56;3.01;;;;;
43;RS;1982;;;;;2.535;;26.08;8.6;;1.73;3.19;;;;;
43;RS;1983;;;;;1.769;;25.0;8.15;;1.34;3.11;;;;;
43;RS;1984;;;;;3.11;;25.91;8.3;;1.63;3.12;;;;;
43;RS;1985;;;;;3.1;;23.97;8.11;;1.72;2.6;;;;;
43;RS;1986;;;;;2.587;;27.11;9.04;;1.6;3.63;;;;;
43;RS;1987;;;;;2.828;;29.2;9.51;;1.85;3.87;;;;;
43;RS;1988;;;;;3.732;;42.1;12.54;;2.38;5.82;;;;;
43;RS;1989;33.53;;;;5.13;0.9;62.3;17.56;18.6;3.15;8.96;;17.2;;;32.4
43;RS;1990;36.75;;;;4.95;1.77;69.0;18.92;22.86;3.43;11.08;;20.6;;;34.9
43;RS;1991;34.03;;;;5.59;1.85;62.8;18.54;23.69;3.36;12.22;;22.9;;;34.21
43;RS;1992;31.07;;;;5.2;2.15;57.0;17.01;21.66;3.43;11.21;;20.5;;;31.03
43;RS;1993;22.77;;;;3.93;1.05;41.9;12.56;14.87;2.37;7.33;;13.8;;;23.08
43;RS;1994;25.67;;;;4.44;1.45;47.2;14.08;16.98;2.87;8.34;;15.4;;;25.65
43;RS;1995;26.34;;;;5.02;1.82;47.9;15.02;19.48;3.1;10.16;;18.7;;;27.33
43;RS;1996;28.33;;;;6.975;2.26;50.01;15.38;20.16;3.92;10.35;;18.7;;;27.33
43;RS;1997;34.13;;;;6.01;2.37;65.44;16.88;23.45;3.83;11.75;;21.4;;;37.47
43;RS;1998;29.28;;;;6.16;1.99;52.18;15.45;21.83;3.61;10.72;;19.7;;;27.77
43;RS;1999;30.79;;;;5.421;1.77;55.74;15.37;23.57;3.22;10.88;;20.2;;;27.7
43;RS;2000;30.59;3.88;44.98;3.05;4.1;1.72;56.47;16.55;25.32;3.31;12.4;24.23;28.91;27.45;14.75;29.5
43;RS;2001;33.33;2.96;52.61;3.19;5.6;1.91;60.38;17.98;27.23;3.37;13.03;27.72;32.8;30.07;16.02;32.81
